id,value
822109.Full Frame: Documentary Shorts,367.88709920486446
822109.My Favorite Brunette,473.5764835758207
822109.Lord of the Rings: The Return of the King: Extended Edition: Bonus Material,498.1751658662153
822109.Nature: Antarctica,477.182570205399
822109.Neil Diamond: Greatest Hits Live,401.51379808650665
822109.Screamers,520.8590199248524
822109.7 Seconds,386.5604757993571
822109.Immortal Beloved,534.1081812691278
822109.By Dawn's Early Light,465.53758612617617
822109.Seeta Aur Geeta,557.5658455856624
822109.Strange Relations,367.5026661641878
822109.Chump Change,459.7241007864022
822109.Clifford: Clifford Saves the Day! / Clifford's Fluffiest Friend Cleo,380.7012455641842
822109.My Bloody Valentine,500.4612807774892
822109.Inspector Morse 31: Death Is Now My Neighbour,456.86488035393023
822109.Never Die Alone,540.6003679319479
822109.Sesame Street: Elmo's World: The Street We Live On,358.8224766041522
822109.Lilo and Stitch,522.6424812757575
822109.Boycott,561.6312146741017
822109.Something's Gotta Give,498.5148544244955
822109.Classic Albums: Meat Loaf: Bat Out of Hell,571.8054047257452
822109.ABC Primetime: Mel Gibson's The Passion of the Christ,448.84227096592645
822109.Aqua Teen Hunger Force: Vol: 1,586.9777502225683
822109.Ashtanga Yoga: Beginner's Practice with Nicki Doane,422.3072141124676
822109.Ferngully 2: The Magical Rescue,411.70625086817853
885013
885013.Isle of Man TT 2004 Review,400.00096808163954
885013.Character,424.7938861213457
885013.Paula Abdul's Get Up & Dance,498.9627730045776
885013.The Rise and Fall of ECW,424.8752395867688
885013.Sick,499.99919278268356
885013.8 Man,231.4937098302535
885013.What the #$*! Do We Know!?,338.6792467194149
885013.Class of Nuke 'Em High 2,398.1970637124309
885013.Fighter,404.9583786968766
885013.Full Frame: Documentary Shorts,354.4723469339011
885013.My Favorite Brunette,437.69689248272635
885013.Lord of the Rings: The Return of the King: Extended Edition: Bonus Material,459.35300239351216
885013.Nature: Antarctica,477.00947484196695
885013.Neil Diamond: Greatest Hits Live,371.4040165000337
885013.Screamers,452.08414662547864
885013.7 Seconds,365.34508565905435
885013.Immortal Beloved,462.33471405865174
885013.By Dawn's Early Light,443.6685235712737
885013.Seeta Aur Geeta,459.5224508369313
885013.Strange Relations,345.66586601953935
885013.Chump Change,425.0644317222498
885013.Clifford: Clifford Saves the Day! / Clifford's Fluffiest Friend Cleo,339.3667900509825
885013.My Bloody Valentine,410.81614994710344
885013.Inspector Morse 31: Death Is Now My Neighbour,415.7449618682883
885013.Never Die Alone,505.87248300263815
885013.Sesame Street: Elmo's World: The Street We Live On,298.2626079835223
885013.Lilo and Stitch,434.11683718004434
885013.Boycott,487.5638002053093
885013.Something's Gotta Give,468.89415610603623
885013.Classic Albums: Meat Loaf: Bat Out of Hell,458.234321457047
885013.ABC Primetime: Mel Gibson's The Passion of the Christ,431.01705647807637
885013.Aqua Teen Hunger Force: Vol: 1,493.7688037805314
885013.Ashtanga Yoga: Beginner's Practice with Nicki Doane,435.1734089006099
885013.Ferngully 2: The Magical Rescue,347.94090362738734
2059652
2059652.Isle of Man TT 2004 Review,402.2719026782078
2059652.Character,399.9999999999799
2059652.Paula Abdul's Get Up & Dance,475.79009788566407
2059652.The Rise and Fall of ECW,363.08071932835793
2059652.Sick,431.1431003876768
2059652.8 Man,186.56857185836046
2059652.What the #$*! Do We Know!?,302.1999357644406
2059652.Class of Nuke 'Em High 2,286.6909017880059
2059652.Fighter,343.42646896280525
2059652.Full Frame: Documentary Shorts,284.73961069246457
2059652.My Favorite Brunette,370.0194220328831
2059652.Lord of the Rings: The Return of the King: Extended Edition: Bonus Material,389.4407106244132
2059652.Nature: Antarctica,366.1137515261376
2059652.Neil Diamond: Greatest Hits Live,313.6567481975464
2059652.Screamers,412.44014424091915
2059652.7 Seconds,300.5229512695393
2059652.Immortal Beloved,423.16485926993283
2059652.By Dawn's Early Light,361.2341746614793
2059652.Seeta Aur Geeta,446.06976952685307
2059652.Strange Relations,286.0184388247031
2059652.Chump Change,359.1642969252266
2059652.Clifford: Clifford Saves the Day! / Clifford's Fluffiest Friend Cleo,299.7873844989543
2059652.My Bloody Valentine,400.6914000998269
2059652.Inspector Morse 31: Death Is Now My Neighbour,358.17795174070966
2059652.Never Die Alone,421.2231022862028
2059652.Sesame Street: Elmo's World: The Street We Live On,286.59507709048523
2059652.Lilo and Stitch,417.49902126830847
2059652.Boycott,444.70842707313426
2059652.Something's Gotta Give,387.981912839978
2059652.Classic Albums: Meat Loaf: Bat Out of Hell,459.89549328119085
2059652.ABC Primetime: Mel Gibson's The Passion of the Christ,347.67034722231807
2059652.Aqua Teen Hunger Force: Vol: 1,467.730406524712
2059652.Ashtanga Yoga: Beginner's Practice with Nicki Doane,321.5783419104557
2059652.Ferngully 2: The Magical Rescue,327.7650410379334
1666394
1666394.Isle of Man TT 2004 Review,298.5941274896629
1666394.Character,300.000000000021
1666394.Paula Abdul's Get Up & Dance,356.120262140876
1666394.The Rise and Fall of ECW,276.80156041711103
1666394.Sick,328.1732922595328
1666394.8 Man,143.73979966509776
1666394.What the #$*! Do We Know!?,228.6786217821974
1666394.Class of Nuke 'Em High 2,225.7328376108803
1666394.Fighter,262.17011056307524
1666394.Full Frame: Documentary Shorts,219.50819369093026
1666394.My Favorite Brunette,282.6288879307173
1666394.Lord of the Rings: The Return of the King: Extended Edition: Bonus Material,297.31270484483707
1666394.Nature: Antarctica,284.66746302694287
1666394.Neil Diamond: Greatest Hits Live,239.62113570877554
1666394.Screamers,310.9394404870957
1666394.7 Seconds,230.67255260193767
1666394.Immortal Beloved,318.85279052082234
1666394.By Dawn's Early Light,277.7890151416891
1666394.Seeta Aur Geeta,332.929528440189
1666394.Strange Relations,219.30543101960964
1666394.Chump Change,274.3612937073338
1666394.Clifford: Clifford Saves the Day! / Clifford's Fluffiest Friend Cleo,227.2406649387576
1666394.My Bloody Valentine,298.8368641972003
1666394.Inspector Morse 31: Death Is Now My Neighbour,272.67598766729367
1666394.Never Die Alone,322.60886552112413
1666394.Sesame Street: Elmo's World: The Street We Live On,214.24937904923175
1666394.Lilo and Stitch,312.0656969554002
1666394.Boycott,335.2791049041882
1666394.Something's Gotta Give,297.48631558346335
1666394.Classic Albums: Meat Loaf: Bat Out of Hell,341.4732404934736
1666394.ABC Primetime: Mel Gibson's The Passion of the Christ,267.81653760075216
1666394.Aqua Teen Hunger Force: Vol: 1,350.4601714374049
1666394.Ashtanga Yoga: Beginner's Practice with Nicki Doane,251.89000664251174
1666394.Ferngully 2: The Magical Rescue,245.80771374708203
1759415
1759415.Isle of Man TT 2004 Review,387.18919849905717
1759415.Character,400.00000000000426
1759415.Paula Abdul's Get Up & Dance,472.28684721132083
1759415.The Rise and Fall of ECW,384.8624257041686
1759415.Sick,454.50081353983745
1759415.8 Man,205.06363654573985
1759415.What the #$*! Do We Know!?,312.03910021191825
1759415.Class of Nuke 'Em High 2,338.65761710980803
1759415.Fighter,365.7379854515801
1759415.Full Frame: Documentary Shorts,313.6143541187309
1759415.My Favorite Brunette,394.82417114043926
1759415.Lord of the Rings: The Return of the King: Extended Edition: Bonus Material,414.8170412029321
1759415.Nature: Antarctica,415.0127482920535
1759415.Neil Diamond: Greatest Hits Live,334.8930833438323
1759415.Screamers,420.24549727236183
1759415.7 Seconds,326.13289585735237
1759415.Immortal Beloved,430.3388016575514
1759415.By Dawn's Early Light,394.52197733234476
1759415.Seeta Aur Geeta,438.19910369779524
1759415.Strange Relations,309.25798001564937
1759415.Chump Change,383.3567244625186
1759415.Clifford: Clifford Saves the Day! / Clifford's Fluffiest Friend Cleo,311.4281345677931
1759415.My Bloody Valentine,392.5351281406692
1759415.Inspector Morse 31: Death Is Now My Neighbour,377.7844219233339
1759415.Never Die Alone,453.67744530845096
1759415.Sesame Street: Elmo's World: The Street We Live On,283.21493300490994
1759415.Lilo and Stitch,412.3649015541089
1759415.Boycott,453.185281583818
1759415.Something's Gotta Give,419.5067043967474
1759415.Classic Albums: Meat Loaf: Bat Out of Hell,443.1706571343884
1759415.ABC Primetime: Mel Gibson's The Passion of the Christ,381.9300675038803
1759415.Aqua Teen Hunger Force: Vol: 1,466.0928650982713
1759415.Ashtanga Yoga: Beginner's Practice with Nicki Doane,373.50426311283513
1759415.Ferngully 2: The Magical Rescue,327.6871150237123
1025579
1025579.Isle of Man TT 2004 Review,326.59406403295935
1025579.Character,339.13697248546237
1025579.Paula Abdul's Get Up & Dance,400.03429857878086
1025579.The Rise and Fall of ECW,328.7308435009962
1025579.Sick,387.9489112990645
1025579.8 Man,175.92341759633373
1025579.What the #$*! Do We Know!?,265.6568251619134
1025579.Class of Nuke 'Em High 2,292.92136597816653
1025579.Fighter,312.57539296887626
1025579.Full Frame: Documentary Shorts,269.1144123497163
1025579.My Favorite Brunette,337.5138322519686
1025579.Lord of the Rings: The Return of the King: Extended Edition: Bonus Material,354.52835372551783
1025579.Nature: Antarctica,357.3165074488367
1025579.Neil Diamond: Greatest Hits Live,286.3039187017181
1025579.Screamers,357.17207770112236
1025579.7 Seconds,279.3642148022122
1025579.Immortal Beloved,365.65922196927613
1025579.By Dawn's Early Light,338.20328080251227
1025579.Seeta Aur Geeta,370.6463990043007
1025579.Strange Relations,264.7927008086546
1025579.Chump Change,327.7229849034582
1025579.Clifford: Clifford Saves the Day! / Clifford's Fluffiest Friend Cleo,265.33965705893553
1025579.My Bloody Valentine,331.89870457181854
1025579.Inspector Morse 31: Death Is Now My Neighbour,322.4873238080415
1025579.Never Die Alone,388.2648854104263
1025579.Sesame Street: Elmo's World: The Street We Live On,239.7448306578082
1025579.Lilo and Stitch,349.04812688587066
1025579.Boycott,385.17468116294935
1025579.Something's Gotta Give,359.1898581976794
1025579.Classic Albums: Meat Loaf: Bat Out of Hell,373.87446086938974
1025579.ABC Primetime: Mel Gibson's The Passion of the Christ,327.6356713521219
1025579.Aqua Teen Hunger Force: Vol: 1,394.99076049797026
1025579.Ashtanga Yoga: Beginner's Practice with Nicki Doane,322.4612834585767
1025579.Ferngully 2: The Magical Rescue,277.8183533582668
712664
712664.Isle of Man TT 2004 Review,415.7349501289183
712664.Character,421.9064193461568
712664.Paula Abdul's Get Up & Dance,499.857204774125
712664.The Rise and Fall of ECW,395.3384076224746
712664.Sick,468.0235537674515
712664.8 Man,207.29239638969213
712664.What the #$*! Do We Know!?,324.33941177631425
712664.Class of Nuke 'Em High 2,331.91174589310435
712664.Fighter,374.90873254587547
712664.Full Frame: Documentary Shorts,316.7360962681393
712664.My Favorite Brunette,404.37436809035097
712664.Lord of the Rings: The Return of the King: Extended Edition: Bonus Material,425.1839732269646
712664.Nature: Antarctica,413.9416405316761
712664.Neil Diamond: Greatest Hits Live,342.89788042400323
712664.Screamers,439.4617255132905
712664.7 Seconds,331.52924500621054
712664.Immortal Beloved,450.41511527036863
712664.By Dawn's Early Light,399.92682252560064
712664.Seeta Aur Geeta,466.0282824982696
712664.Strange Relations,314.8838598791068
712664.Chump Change,392.57691877251455
712664.Clifford: Clifford Saves the Day! / Clifford's Fluffiest Friend Cleo,322.8181330780738
712664.My Bloody Valentine,418.00247930496033
712664.Inspector Morse 31: Death Is Now My Neighbour,388.9314825458824
712664.Never Die Alone,462.7276563212642
712664.Sesame Street: Elmo's World: The Street We Live On,300.37065154720335
712664.Lilo and Stitch,437.447334057852
712664.Boycott,473.8786639892993
712664.Something's Gotta Give,427.1379425751958
712664.Classic Albums: Meat Loaf: Bat Out of Hell,475.5815369496217
712664.ABC Primetime: Mel Gibson's The Passion of the Christ,386.17225983893604
712664.Aqua Teen Hunger Force: Vol: 1,492.4159401348798
712664.Ashtanga Yoga: Beginner's Practice with Nicki Doane,368.686659973523
712664.Ferngully 2: The Magical Rescue,345.6711709201229
1331154
1331154.Isle of Man TT 2004 Review,321.7520533837919
1331154.Character,340.31284143952945
1331154.Paula Abdul's Get Up & Dance,400.0336450503236
1331154.The Rise and Fall of ECW,338.4985553093326
1331154.Sick,398.5462162994842
1331154.8 Man,183.85944216477603
1331154.What the #$*! Do We Know!?,270.4752995158249
1331154.Class of Nuke 'Em High 2,314.52146241349936
1331154.Fighter,322.49695236323413
1331154.Full Frame: Documentary Shorts,281.48503342338154
1331154.My Favorite Brunette,348.50945030765814
1331154.Lord of the Rings: The Return of the King: Extended Edition: Bonus Material,365.8093735877345
1331154.Nature: Antarctica,377.92472722486343
1331154.Neil Diamond: Greatest Hits Live,295.7084999310366
1331154.Screamers,361.50224691668313
1331154.7 Seconds,290.477159168315
1331154.Immortal Beloved,369.7687108937214
1331154.By Dawn's Early Light,352.5615006580837
1331154.Seeta Aur Geeta,368.81387946462246
1331154.Strange Relations,274.91618484499566
1331154.Chump Change,338.442109849864
1331154.Clifford: Clifford Saves the Day! / Clifford's Fluffiest Friend Cleo,270.87065545319626
1331154.My Bloody Valentine,329.8187064400973
1331154.Inspector Morse 31: Death Is Now My Neighbour,331.3717578609426
1331154.Never Die Alone,402.466540198649
1331154.Sesame Street: Elmo's World: The Street We Live On,239.23717881779498
1331154.Lilo and Stitch,348.2246906970922
1331154.Boycott,389.86792967654264
1331154.Something's Gotta Give,372.9224994938416
1331154.Classic Albums: Meat Loaf: Bat Out of Hell,368.54591989986073
1331154.ABC Primetime: Mel Gibson's The Passion of the Christ,342.34223580059484
1331154.Aqua Teen Hunger Force: Vol: 1,395.71164348164695
1331154.Ashtanga Yoga: Beginner's Practice with Nicki Doane,344.1476429437078
1331154.Ferngully 2: The Magical Rescue,278.7507488294678
1065039
1065039.Isle of Man TT 2004 Review,317.1295428633275
1065039.Character,321.17169842817583
1065039.Paula Abdul's Get Up & Dance,380.6632150043583
1065039.The Rise and Fall of ECW,300.00000000021225
1065039.Sick,355.26225525120765
1065039.8 Man,156.9949137736949
1065039.What the #$*! Do We Know!?,246.47205406921344
1065039.Class of Nuke 'Em High 2,250.40467027186918
1065039.Fighter,284.425094225509
1065039.Full Frame: Documentary Shorts,239.8564294372322
1065039.My Favorite Brunette,306.7470827410685
1065039.Lord of the Rings: The Return of the King: Extended Edition: Bonus Material,322.5633167349243
1065039.Nature: Antarctica,312.98242731360347
1065039.Neil Diamond: Greatest Hits Live,260.1039290604866
1065039.Screamers,334.1961020756764
1065039.7 Seconds,251.25951010432718
1065039.Immortal Beloved,342.5617058217699
1065039.By Dawn's Early Light,302.9925865009143
1065039.Seeta Aur Geeta,355.10121268586164
1065039.Strange Relations,238.69145783882243
1065039.Chump Change,297.79302630333405
1065039.Clifford: Clifford Saves the Day! / Clifford's Fluffiest Friend Cleo,245.2356626604721
1065039.My Bloody Valentine,318.5545078414633
1065039.Inspector Morse 31: Death Is Now My Neighbour,295.2173786762721
1065039.Never Die Alone,350.8352815046094
1065039.Sesame Street: Elmo's World: The Street We Live On,228.8008812099354
1065039.Lilo and Stitch,333.22528749430444
1065039.Boycott,360.36642679278606
1065039.Something's Gotta Give,323.7834145276052
1065039.Classic Albums: Meat Loaf: Bat Out of Hell,362.7585110608057
1065039.ABC Primetime: Mel Gibson's The Passion of the Christ,292.4798146309047
1065039.Aqua Teen Hunger Force: Vol: 1,374.91751017896416
1065039.Ashtanga Yoga: Beginner's Practice with Nicki Doane,278.40094962419306
1065039.Ferngully 2: The Magical Rescue,263.14182840539365
1544320
1544320.Isle of Man TT 2004 Review,48.2793658196993
1544320.Character,71.91471038306798
1544320.Paula Abdul's Get Up & Dance,79.95612808417917
1544320.The Rise and Fall of ECW,100.0000000001946
1544320.Sick,114.74907692926506
1544320.8 Man,63.02611348853513
1544320.What the #$*! Do We Know!?,70.01646680833342
1544320.Class of Nuke 'Em High 2,134.38497213058184
1544320.Fighter,97.31101228921823
1544320.Full Frame: Documentary Shorts,97.22253317177197
1544320.My Favorite Brunette,106.06661238525028
1544320.Lord of the Rings: The Return of the King: Extended Edition: Bonus Material,110.46947884869319
1544320.Nature: Antarctica,143.77380572055452
1544320.Neil Diamond: Greatest Hits Live,90.24483052494348
1544320.Screamers,86.59403714026374
1544320.7 Seconds,94.85565284624181
1544320.Immortal Beloved,87.51564795117764
1544320.By Dawn's Early Light,118.01023767751815
1544320.Seeta Aur Geeta,67.65057524420304
1544320.Strange Relations,88.46920035701096
1544320.Chump Change,103.13888379158468
1544320.Clifford: Clifford Saves the Day! / Clifford's Fluffiest Friend Cleo,72.45468504371571
1544320.My Bloody Valentine,59.036850990507226
1544320.Inspector Morse 31: Death Is Now My Neighbour,95.6509363044254
1544320.Never Die Alone,127.46680990827006
1544320.Sesame Street: Elmo's World: The Street We Live On,46.13761326765242
1544320.Lilo and Stitch,66.87634485600998
1544320.Boycott,93.46590883735766
1544320.Something's Gotta Give,120.00865704799412
1544320.Classic Albums: Meat Loaf: Bat Out of Hell,56.02155231766564
1544320.ABC Primetime: Mel Gibson's The Passion of the Christ,117.12100462845075
1544320.Aqua Teen Hunger Force: Vol: 1,81.48128665369626
1544320.Ashtanga Yoga: Beginner's Practice with Nicki Doane,140.59224135115963
1544320.Ferngully 2: The Magical Rescue,58.80359574382376
410199
410199.Isle of Man TT 2004 Review,466.029344573202
410199.Character,497.02935874685573
410199.Paula Abdul's Get Up & Dance,583.3480655090531
410199.The Rise and Fall of ECW,499.9999999998341
410199.Sick,588.1067050665038
410199.8 Man,273.30039516671394
410199.What the #$*! Do We Know!?,397.56996344253616
410199.Class of Nuke 'Em High 2,472.77003932684903
410199.Fighter,476.7662525014556
410199.Full Frame: Documentary Shorts,418.5615843925247
410199.My Favorite Brunette,515.4010319152931
410199.Lord of the Rings: The Return of the King: Extended Edition: Bonus Material,540.815182018299
410199.Nature: Antarctica,564.57938928762
410199.Neil Diamond: Greatest Hits Live,437.3640913024002
410199.Screamers,529.9906841249369
410199.7 Seconds,430.8522200162667
410199.Immortal Beloved,541.9009890008732
410199.By Dawn's Early Light,523.5079962913778
410199.Seeta Aur Geeta,536.6244314789049
410199.Strange Relations,407.5136603181764
410199.Chump Change,500.5396088469404
410199.Clifford: Clifford Saves the Day! / Clifford's Fluffiest Friend Cleo,398.6122538520831
410199.My Bloody Valentine,479.5980040307817
410199.Inspector Morse 31: Death Is Now My Neighbour,489.0299762021213
410199.Never Die Alone,596.1796055145242
410199.Sesame Street: Elmo's World: The Street We Live On,348.53543283066386
410199.Lilo and Stitch,507.259894565483
410199.Boycott,571.5922384898814
410199.Something's Gotta Give,552.7904652231844
410199.Classic Albums: Meat Loaf: Bat Out of Hell,533.9483982670145
410199.ABC Primetime: Mel Gibson's The Passion of the Christ,508.83347399863715
410199.Aqua Teen Hunger Force: Vol: 1,577.5171673376847
410199.Ashtanga Yoga: Beginner's Practice with Nicki Doane,516.0287633438537
410199.Ferngully 2: The Magical Rescue,407.09737104117806
1745265
1745265.Isle of Man TT 2004 Review,415.27617055553713
1745265.Character,433.77081269218365
1745265.Paula Abdul's Get Up & Dance,511.09165904543545
1745265.The Rise and Fall of ECW,424.0015814348875
1745265.Sick,500.0002266606979
1745265.8 Man,228.0200444058931
1745265.What the #$*! Do We Know!?,341.38590981269954
1745265.Class of Nuke 'Em High 2,383.1063442085914
1745265.Fighter,403.4241851285999
1745265.Full Frame: Documentary Shorts,348.90258133290047
1745265.My Favorite Brunette,435.7268039641376
1745265.Lord of the Rings: The Return of the King: Extended Edition: Bonus Material,457.5820222802843
1745265.Nature: Antarctica,464.9718438162143
1745265.Neil Diamond: Greatest Hits Live,369.64706390810517
1745265.Screamers,458.10726450863353
1745265.7 Seconds,361.48182161947705
1745265.Immortal Beloved,468.8600510633032
1745265.By Dawn's Early Light,437.98757436378185
1745265.Seeta Aur Geeta,472.79333679836304
1745265.Strange Relations,342.45891340684017
1745265.Chump Change,423.10435398823705
1745265.Clifford: Clifford Saves the Day! / Clifford's Fluffiest Friend Cleo,341.27308919049824
1745265.My Bloody Valentine,423.18693886826964
1745265.Inspector Morse 31: Death Is Now My Neighbour,415.662261855897
1745265.Never Die Alone,501.88304510508567
1745265.Sesame Street: Elmo's World: The Street We Live On,306.0945284822439
1745265.Lilo and Stitch,445.6130459670446
1745265.Boycott,494.03295571717916
1745265.Something's Gotta Give,464.54373117183303
1745265.Classic Albums: Meat Loaf: Bat Out of Hell,475.4829054467804
1745265.ABC Primetime: Mel Gibson's The Passion of the Christ,424.6291331576671
1745265.Aqua Teen Hunger Force: Vol: 1,504.9440308159662
1745265.Ashtanga Yoga: Beginner's Practice with Nicki Doane,420.8825413810486
1745265.Ferngully 2: The Magical Rescue,355.32898751807505
1997470
1997470.Isle of Man TT 2004 Review,397.0600464303258
1997470.Character,423.066034242095
1997470.Paula Abdul's Get Up & Dance,496.62805641801526
1997470.The Rise and Fall of ECW,425.0445489987335
1997470.Sick,500.00022732887714
1997470.8 Man,232.1632872664774
1997470.What the #$*! Do We Know!?,338.1587959481354
1997470.Class of Nuke 'Em High 2,401.10442451655564
1997470.Fighter,405.2548539627777
1997470.Full Frame: Documentary Shorts,355.5459236011112
1997470.My Favorite Brunette,438.0773991702662
1997470.Lord of the Rings: The Return of the King: Extended Edition: Bonus Material,459.69521547865816
1997470.Nature: Antarctica,479.32902433139634
1997470.Neil Diamond: Greatest Hits Live,371.74331097273523
1997470.Screamers,450.92524718404803
1997470.7 Seconds,366.0900276110744
1997470.Immortal Beloved,461.0791156428656
1997470.By Dawn's Early Light,444.7637335833311
1997470.Seeta Aur Geeta,456.9676948862199
1997470.Strange Relations,346.28435793489416
1997470.Chump Change,425.44297922671745
1997470.Clifford: Clifford Saves the Day! / Clifford's Fluffiest Friend Cleo,339.0004860744953
1997470.My Bloody Valentine,408.4346268896324
1997470.Inspector Morse 31: Death Is Now My Neighbour,415.7619151555023
1997470.Never Die Alone,506.64207197953994
1997470.Sesame Street: Elmo's World: The Street We Live On,296.75496492718025
1997470.Lilo and Stitch,431.90381028431534
1997470.Boycott,486.31908424268477
1997470.Something's Gotta Give,469.73317769360284
1997470.Classic Albums: Meat Loaf: Bat Out of Hell,454.91348253268507
1997470.ABC Primetime: Mel Gibson's The Passion of the Christ,432.2483940731102
1997470.Aqua Teen Hunger Force: Vol: 1,491.6177431465719
1997470.Ashtanga Yoga: Beginner's Practice with Nicki Doane,437.92681444143346
1997470.Ferngully 2: The Magical Rescue,346.51886330244474
2031561
2031561.Isle of Man TT 2004 Review,160.89418941605723
2031561.Character,174.9186401801142
2031561.Paula Abdul's Get Up & Dance,204.57318298347454
2031561.The Rise and Fall of ECW,180.4621501386486
2031561.Sick,211.79483813271878
2031561.8 Man,100.00145772997952
2031561.What the #$*! Do We Know!?,141.94792423026686
2031561.Class of Nuke 'Em High 2,177.1125512146972
2031561.Fighter,172.39494862482988
2031561.Full Frame: Documentary Shorts,153.266432514127
2031561.My Favorite Brunette,186.50648443903427
2031561.Lord of the Rings: The Return of the King: Extended Edition: Bonus Material,195.56847528317783
2031561.Nature: Antarctica,208.78934620010315
2031561.Neil Diamond: Greatest Hits Live,158.30618592257463
2031561.Screamers,188.1305134516006
2031561.7 Seconds,156.91765237733102
2031561.Immortal Beloved,192.19169521358498
2031561.By Dawn's Early Light,191.11135691709535
2031561.Seeta Aur Geeta,187.22792091695752
2031561.Strange Relations,148.214652403811
2031561.Chump Change,181.1498825849739
2031561.Clifford: Clifford Saves the Day! / Clifford's Fluffiest Friend Cleo,142.68677421639597
2031561.My Bloody Valentine,167.09973436196344
2031561.Inspector Morse 31: Death Is Now My Neighbour,176.15228979629867
2031561.Never Die Alone,216.5144298704424
2031561.Sesame Street: Elmo's World: The Street We Live On,121.96142159412008
2031561.Lilo and Stitch,177.45882649330542
2031561.Boycott,202.9099422015637
2031561.Something's Gotta Give,201.05261032566926
2031561.Classic Albums: Meat Loaf: Bat Out of Hell,184.45770827362762
2031561.ABC Primetime: Mel Gibson's The Passion of the Christ,186.1476859386221
2031561.Aqua Teen Hunger Force: Vol: 1,202.90640611318568
2031561.Ashtanga Yoga: Beginner's Practice with Nicki Doane,192.3280912101563
2031561.Ferngully 2: The Magical Rescue,143.25294675606423
1176140
1176140.Isle of Man TT 2004 Review,178.04964205105443
1176140.Character,187.30288748563962
1176140.Paula Abdul's Get Up & Dance,220.39580586839716
1176140.The Rise and Fall of ECW,184.9145923537878
1176140.Sick,217.86333559636466
1176140.8 Man,100.01333093037208
1176140.What the #$*! Do We Know!?,148.23762299081596
1176140.Class of Nuke 'Em High 2,169.79207684752802
1176140.Fighter,176.07375579500345
1176140.Full Frame: Documentary Shorts,153.08268018101882
1176140.My Favorite Brunette,190.2315535533849
1176140.Lord of the Rings: The Return of the King: Extended Edition: Bonus Material,199.7166932093838
1176140.Nature: Antarctica,204.88397622240555
1176140.Neil Diamond: Greatest Hits Live,161.39840871044066
1176140.Screamers,198.46720054186505
1176140.7 Seconds,158.24011041063812
1176140.Immortal Beloved,203.05721951689063
1176140.By Dawn's Early Light,191.9204938735806
1176140.Seeta Aur Geeta,203.4915877528488
1176140.Strange Relations,149.82683158403566
1176140.Chump Change,184.72971417826952
1176140.Clifford: Clifford Saves the Day! / Clifford's Fluffiest Friend Cleo,148.34027400058233
1176140.My Bloody Valentine,182.0474744333572
1176140.Inspector Morse 31: Death Is Now My Neighbour,181.13090084326356
1176140.Never Die Alone,219.44062766142775
1176140.Sesame Street: Elmo's World: The Street We Live On,131.8880807106247
1176140.Lilo and Stitch,191.98501882149367
1176140.Boycott,214.0363866581672
1176140.Something's Gotta Give,203.23935607344774
1176140.Classic Albums: Meat Loaf: Bat Out of Hell,203.9090304610112
1176140.ABC Primetime: Mel Gibson's The Passion of the Christ,186.23395831052395
1176140.Aqua Teen Hunger Force: Vol: 1,217.89800549474822
1176140.Ashtanga Yoga: Beginner's Practice with Nicki Doane,186.1004679686034
1176140.Ferngully 2: The Magical Rescue,153.42504247631823
2336133
